,county_state,all_pubs_tot_circ_household,tot_households_est,diff_margin_gop_2016_2012,pct_uninsured,unemployment_rate,pct_white_nonhispanic,any_college_aggregate,fips,fips2,trump_win,margin_gop_2016,margin_gop_2012,turnoutcvap
162,TROUP//GA,0.0299046459728,24645.0,5.63488605346,15.7,4.7,58.431469354,48.2127843298,13285.0,13285.0,1,23.4404683441,17.8055822907,0.52503949
163,PUTNAM//GA,0.0301347199244,8462.0,4.21111948869,16.7,6.5,65.2845107545,45.4840764331,13237.0,13237.0,1,39.9851553388,35.7740358501,0.58109152
164,LATIMER//OK,0.0302297460701,4135.0,18.4209847219,21.1,7.9,67.783552998,49.0613266583,40077.0,40077.0,1,56.7160493827,38.2950646609,0.45738
165,MACON//GA,0.030315969257,4684.0,7.67108569235,21.9,7.4,33.9693841225,33.9061535295,13193.0,13193.0,0,-27.1751807791,-34.8462664714,0.43939096
166,HOPKINS//KY,0.0306089571475,18622.0,14.0290118611,12.2,4.6,88.9677114235,45.0137860529,21107.0,21107.0,1,53.9581795818,39.9291677207,0.5526318
167,HABERSHAM//GA,0.0306108719053,14864.0,-1.12215631115,19.0,4.9,78.0182415512,44.2097745128,13137.0,13137.0,1,66.3504464286,67.4726027397,0.47891116
168,HANCOCK//KY,0.0306278713629,3265.0,26.803810577,8.5,4.6,95.9741608029,41.3287316652,21091.0,21091.0,1,35.9739049394,9.17009436245,0.6430071
169,WARREN//MS,0.0306815096389,18415.0,7.55226083758,16.0,5.5,48.5401915868,55.9391309816,28149.0,28149.0,1,4.93246568601,-2.61979515158,0.59890074
170,GREENE//AR,0.0307517084282,16682.0,16.1410272509,13.6,3.8,94.527684293,40.8684146384,5055.0,5055.0,1,52.9884898072,36.8474625563,0.42985275
171,UINTA//WY,0.0307917888563,7502.0,2.51946582038,14.0,5.0,87.8069756331,53.5119367468,56041.0,56041.0,1,61.4926114491,58.9731456288,0.58395362
172,DOOLY//GA,0.031175059952,5004.0,8.98963471071,21.3,5.4,42.8741341916,31.5017579106,13093.0,13093.0,1,2.11157455683,-6.87806015388,0.38559142
173,LAUDERDALE//MS,0.0313120770344,29701.0,7.51546815278,14.3,5.6,53.4008918729,54.8451529448,28075.0,28075.0,1,23.0054890047,15.490020852,0.54563522
174,MARSHALL//MN,0.0315371244102,4027.0,29.2304105622,7.8,6.4,94.023061462,51.3681027967,27089.0,27089.0,1,41.3642052566,12.1337946943,0.65616435
175,BONNEVILLE//ID,0.0315924330807,36686.0,-11.5554317558,13.4,3.1,84.1030541433,63.5682020711,16019.0,16019.0,1,40.1904460328,51.7458777886,0.61370367
176,IRON//WI,0.0316151202749,2910.0,23.3591462126,9.5,6.5,96.5803284239,57.1061093248,55051.0,55051.0,1,23.4972677596,0.138121546961,0.7340368
177,CANDLER//GA,0.0317216679458,3909.0,9.8776856844,26.2,4.3,62.5237965733,38.9436619718,13043.0,13043.0,1,43.598615917,33.7209302326,0.44755775
178,OURAY//CO,0.0318181818182,1980.0,-5.39840254562,14.2,3.1,92.9257641921,78.7337662338,8091.0,8091.0,0,-10.7392759355,-5.34087338988,0.86381912
179,JASPER//IL,0.0320021158424,3781.0,18.5107835622,8.0,5.9,97.3637778931,50.4875886525,17079.0,17079.0,1,59.737460815,41.2266772529,0.68748766
180,LAWRENCE//AR,0.0322580645161,6696.0,18.1726682878,16.3,3.6,96.1301309531,39.3665158371,5075.0,5075.0,1,49.7601705454,31.5875022575,0.42205691
181,CRAWFORD//MO,0.0323343001396,9309.0,23.1150172252,16.4,4.7,95.9448499594,38.6266855926,29055.0,29055.0,1,59.4758064516,36.3607892264,0.51274264
182,MACON//MO,0.0323562389877,6243.0,23.0205332992,12.9,3.8,94.1397153946,43.8403755869,29121.0,29121.0,1,56.4190526455,33.3985193463,0.60711896
183,BOLIVAR//MS,0.0324664836052,12382.0,5.64214270174,18.1,6.2,32.5533236695,48.5570831965,28011.0,28011.0,0,-32.4136856052,-38.0558283069,0.61188757
184,PRICE//WI,0.0325373134328,6700.0,25.0513469541,6.7,4.1,95.5579710145,48.3405619461,55099.0,55099.0,1,25.0132275132,-0.0381194409149,0.70311671
185,TRIPP//SD,0.032570763862,2579.0,17.6987225408,12.0,2.2,82.0494186047,52.0175892395,46123.0,46123.0,1,61.102661597,43.4039390561,0.63295162
186,WHITLEY//KY,0.0327231121281,13110.0,9.39603022042,13.0,5.5,96.0635860759,38.7034939444,21235.0,21235.0,1,67.1630948057,57.7670645852,0.48366758
187,IRON//MO,0.0331191300049,4046.0,38.1192471957,16.4,5.5,94.5746948266,40.1848530832,29093.0,29093.0,1,52.5821596244,14.4629124287,0.5010342
188,DECATUR//GA,0.0331637459959,10614.0,6.7963519362,20.5,6.0,51.4610271021,44.8858269904,13087.0,13087.0,1,18.607149834,11.8107978978,0.52472496
189,HOWELL//MO,0.0332656951362,16263.0,19.4671435403,12.8,5.4,94.8891533998,45.2929486236,29091.0,29091.0,1,63.2098765432,43.7427330029,0.54290479
190,BAYFIELD//WI,0.033386327504,6919.0,16.1555439522,9.6,6.3,85.3953488372,63.7459596401,55007.0,55007.0,0,-8.7240543673,-24.8795983195,0.80241245
191,TALLAHATCHIE//MS,0.0335157318741,4386.0,6.43583097662,16.1,5.5,36.1521492078,31.940380395,28135.0,28135.0,0,-14.9063032368,-21.3421342134,0.57542086
192,FALLON//MT,0.033579033579,1221.0,12.7169726777,12.0,2.6,95.616617599,56.6872917658,30025.0,30025.0,1,76.1194029851,63.4024303074,0.61432493
193,PERRY//KY,0.0336642599278,11080.0,-1.5312585031,14.1,8.9,95.8560679006,40.8814045145,21193.0,21193.0,1,56.9941321219,58.525390625,0.4652622
194,OZARK//MO,0.0337821875738,4233.0,23.9145199812,16.6,5.9,95.9001782531,39.2751790982,29153.0,29153.0,1,64.7633859142,40.8488659331,0.57970291
195,TELFAIR//GA,0.0340328984685,5289.0,14.36748671,19.2,9.0,50.0365497076,24.2535188349,13271.0,13271.0,1,29.9420137059,15.5745269958,0.37186176
196,CLEARWATER//MN,0.0341365461847,3486.0,28.7080561359,12.3,8.0,85.7746800731,48.5589812332,27029.0,27029.0,1,43.1952662722,14.4872101363,0.64173663
197,JONES//MS,0.0341598469118,24561.0,5.3907191304,14.8,5.5,65.2000703029,51.2707008516,28067.0,28067.0,1,43.6389380531,38.2482189227,0.61066574
198,EMANUEL//GA,0.0342079450711,8156.0,10.075103349,22.8,7.0,59.9929611544,36.3218701439,13107.0,13107.0,1,36.9609594284,26.8858560794,0.47569844
199,SUMTER//SC,0.0345567030638,40571.0,5.51629838107,14.4,4.9,46.5108511092,52.510940682,45085.0,45085.0,0,-12.0118961133,-17.5281944944,0.5992943
200,GREENE//GA,0.0345907261071,6707.0,3.45772685466,18.4,5.6,55.9304390423,46.2867585978,13133.0,13133.0,1,25.9766730835,22.5189462288,0.65533209
201,MONTGOMERY//MO,0.0346737792368,4874.0,22.4694418138,12.6,3.6,94.8655666304,40.1465993752,29139.0,29139.0,1,55.4203539823,32.9509121685,0.58115923
202,WILCOX//AL,0.0348685922456,3843.0,6.21321966376,16.4,15.0,27.3520249221,36.0318962022,1131.0,1131.0,0,-42.5266611977,-48.7398808615,0.77854538
203,MACON//TN,0.0351174345077,8856.0,15.5855277102,13.2,4.4,92.500329511,29.9653843642,47111.0,47111.0,1,69.2790387183,53.6935110081,0.42089784
204,TYRRELL//NC,0.0351481736733,1451.0,10.1748135874,21.2,8.4,56.1897880539,32.5871442277,37177.0,37177.0,1,15.4705882353,5.29577464789,0.55980444
205,WHEELER//GA,0.0352882703777,2012.0,9.36964795433,20.2,9.1,56.5485168426,22.0367560277,13309.0,13309.0,1,36.8696479543,27.5,0.33122537
206,DUNN//ND,0.0353243416827,1557.0,13.5288767622,17.5,2.9,83.0512514899,56.7261496225,38025.0,38025.0,1,63.5288767622,50.0,0.66692859
207,CLAIBORNE//MS,0.0354010025063,3192.0,5.15529999359,19.1,9.2,13.6227224009,48.2939632546,28021.0,28021.0,0,-71.3947190251,-76.5500190186,0.76512694
208,WARREN//TN,0.0355022029245,15661.0,19.1776650304,13.8,4.7,86.4650755967,35.6168402523,47177.0,47177.0,1,44.2314780686,25.0538130381,0.45191139
209,BENSON//ND,0.0355263157895,2280.0,21.3739945094,18.7,3.4,42.1106858993,52.5537982888,38005.0,38005.0,1,4.38144329897,-16.9925512104,0.48391998
210,WAYNE//KY,0.0356195528609,7917.0,14.201951332,12.5,6.4,93.8707334786,34.1082605406,21231.0,21231.0,1,61.8302453681,47.6282940361,0.4496645
211,MCPHERSON//KS,0.0356203884319,11791.0,0.39969657992,6.6,2.9,92.178312594,61.7734237629,20113.0,20113.0,1,41.983444507,41.583747927,0.55187374
212,WARE//GA,0.0358247608086,13901.0,7.85237924142,20.0,5.1,64.3926881841,40.5593525934,13299.0,13299.0,1,41.7448559671,33.8924767257,0.44730896
213,LARAMIE//WY,0.0360647825387,37294.0,8.42078740103,11.4,3.5,79.1891523719,66.7876817199,56021.0,56021.0,1,33.2256853173,24.8048979163,0.54874414
214,WASHINGTON//MO,0.0360721442886,8982.0,36.5493967419,15.5,5.1,94.5384861067,33.2133317849,29221.0,29221.0,1,55.1891367604,18.6397400186,0.4541218
215,JACKSON//IN,0.0362345010232,16614.0,23.9899872745,13.1,3.3,90.1635573141,39.3994075789,18071.0,18071.0,1,51.41455624,27.4245689655,0.52498066
216,SAGUACHE//CO,0.0365665896844,2598.0,20.7882996079,29.1,4.5,56.9252965694,53.9832994809,8109.0,8109.0,0,-8.71813816033,-29.5064377682,0.67668909
217,VANCE//NC,0.0368316354211,16589.0,3.69716915844,16.3,7.0,41.1653170938,39.1833569357,37181.0,37181.0,0,-24.6128934318,-28.3100625903,0.63721633
218,MARLBORO//SC,0.0370854271357,9950.0,14.2620841588,14.7,6.9,39.7849462366,32.9257246377,45069.0,45069.0,0,-16.1402492031,-30.4023333619,0.45133516
219,CLAY//NC,0.0372246696035,4540.0,9.16481306588,18.8,5.1,96.021021021,58.9191232048,37043.0,37043.0,1,51.7077315208,42.5429184549,0.65718412
220,BEADLE//SD,0.0372769332452,7565.0,18.9780912227,9.5,2.3,81.1591809775,50.5462909718,46005.0,46005.0,1,37.5516834022,18.5735921795,0.59060305
221,CULLMAN//AL,0.0373637613066,31287.0,8.25550445084,15.0,4.7,92.1818069536,47.1859143313,1043.0,1043.0,1,77.8046032512,69.5490988004,0.56881177
222,RUTLAND//VT,0.0374720138262,25459.0,17.8202062562,6.4,3.4,95.9458119941,56.4740897974,50021.0,50021.0,0,-4.18655097614,-22.0067572324,0.58315659
223,SEMINOLE//GA,0.037564374432,3301.0,11.9205741566,20.1,7.6,62.5955068993,42.2849638871,13253.0,13253.0,1,32.3455409561,20.4249667995,0.55435723
224,ADAIR//KY,0.0375993189557,7048.0,9.57118824041,14.6,5.6,93.7460216423,38.6417603293,21001.0,21001.0,1,64.5843461351,55.0131578947,0.51135153
225,SABINE//TX,0.0379446640316,3795.0,8.90334098156,23.7,10.3,86.5708812261,40.5373525557,48403.0,48403.0,1,72.7703576045,63.8670166229,0.54386759
226,HOWARD//IN,0.0379798332026,34413.0,19.5699673892,11.6,4.0,86.2381441431,51.7236542171,18067.0,18067.0,1,33.9010719922,14.331104603,0.57692784
227,WASHINGTON//CO,0.0382068262863,1963.0,11.4189499839,9.5,1.9,88.2794577685,55.8289396602,8121.0,8121.0,1,73.670605613,62.2516556291,0.71748662
228,JOHNSON//KY,0.0384061981184,9035.0,11.5988207181,10.8,8.3,97.6659528908,39.7862746309,21115.0,21115.0,1,71.0564853556,59.4576646375,0.4978613
229,PERRY//MS,0.0384790528233,4392.0,8.09541379312,21.2,6.0,77.188807746,40.6363416405,28111.0,28111.0,1,53.6634756996,45.5680619064,0.62090641
230,WILCOX//GA,0.0386579139314,2742.0,10.1211048821,16.3,6.5,58.7048595631,27.734496728,13315.0,13315.0,1,41.8432559704,31.7221510883,0.4400461
231,DICKENSON//VA,0.0386784850927,6205.0,29.9597739934,11.3,8.6,98.0210825842,39.5376034545,51051.0,51051.0,1,56.1592505855,26.199476592,0.56350237
232,DICKENS//TX,0.0387243735763,878.0,12.3527563748,19.8,4.9,66.8566418238,48.0416156671,48125.0,48125.0,1,68.9768976898,56.624141315,0.57721174
233,LAUDERDALE//TN,0.0388775510204,9800.0,7.17558785218,15.5,7.3,60.8159842491,30.9986959357,47097.0,47097.0,1,14.1507259737,6.97513812155,0.41641387
234,WILLIAMS//ND,0.0389836119848,12082.0,16.3445215434,10.1,3.7,86.8327762585,62.1624428749,38105.0,38105.0,1,66.3341048767,49.9895833333,0.47318089
235,ADAIR//MO,0.0390243902439,9635.0,10.7698466392,10.3,4.9,91.4710485133,54.6806005299,29001.0,29001.0,1,24.8988852718,14.1290386325,0.49482706
236,COSTILLA//CO,0.0391214824983,1457.0,19.6032016764,16.9,3.5,32.058084334,48.5077446165,8023.0,8023.0,0,-29.010989011,-48.6141906874,0.69865966
237,LEE//SC,0.0393108848865,6385.0,5.9637281158,13.7,5.6,32.6526190347,35.8664317745,45061.0,45061.0,0,-29.3588162762,-35.322544392,0.6166234
238,KOOCHICHING//MN,0.039356605065,5844.0,29.4901669776,8.5,9.4,93.6647770798,52.9129755081,27071.0,27071.0,1,20.0063361318,-9.48383084577,0.63224602
239,LEAKE//MS,0.0394515275439,8314.0,5.54206190589,20.3,6.2,48.0499287349,40.329586982,28079.0,28079.0,1,14.17733523,8.63527332408,0.55912101
240,ORANGE//IN,0.0396182008368,7648.0,24.2001217307,12.1,4.3,95.8377693283,36.4590310337,18117.0,18117.0,1,45.8175601417,21.6174384109,0.5227716
241,FLOYD//KY,0.0398884420807,15418.0,14.3679597154,14.0,8.8,97.4100235452,40.3641768859,21071.0,21071.0,1,48.2900550814,33.922095366,0.49349377
242,SISKIYOU//CA,0.039931009251,19133.0,5.08134310601,12.4,7.8,78.0134411664,63.555834773,6093.0,6093.0,1,20.6997378504,15.6183947444,0.58969593
243,ALLENDALE//SC,0.0400478182905,3346.0,3.28830704382,18.2,7.4,23.2364301687,35.327510917,45005.0,45005.0,0,-54.0525433203,-57.3408503641,0.5333721
244,CHIPPEWA//MI,0.0400800171465,13997.0,16.676424601,11.8,5.9,70.719950241,51.227028878,26033.0,26033.0,1,24.2451729947,7.56874839373,0.50693756
245,WEBSTER//MS,0.0403066271019,4044.0,4.79867589925,15.1,5.2,77.7677767777,48.2068761114,28155.0,28155.0,1,58.678343949,53.8796680498,0.6938684
246,PANOLA//MS,0.0403857248826,12133.0,9.09560132266,15.0,6.3,47.8427835801,43.7790304397,28107.0,28107.0,1,0.47798572775,-8.61761559491,0.66692299
247,WOLFE//KY,0.0404386566141,2918.0,17.7832759629,12.0,7.1,98.3335628701,28.8950715421,21237.0,21237.0,1,39.9012908125,22.1180148496,0.46515813
248,RANDOLPH//GA,0.0404438081603,2794.0,5.28841113947,21.0,7.6,33.7115516063,37.5887964278,13243.0,13243.0,0,-11.2953367876,-16.583747927,0.54229945
249,BEN HILL//GA,0.0405426477468,6413.0,12.7060547016,20.3,7.4,56.4799450707,37.9904979764,13017.0,13017.0,1,27.6211379369,14.9150832352,0.47168842
250,KNOX//IL,0.0407492605981,21301.0,20.4161418839,9.2,5.5,83.9422781701,50.576325273,17095.0,17095.0,1,3.27353851757,-17.1426033663,0.56693858
251,RAMSEY//ND,0.0408692185008,5016.0,22.7923527945,10.1,2.1,85.4487290334,60.0101368474,38071.0,38071.0,1,32.7903411269,9.99798833233,0.55948186
252,CHATTOOGA//GA,0.0409013242204,9364.0,17.5030328626,18.3,5.5,82.631432986,30.9875403784,13055.0,13055.0,1,58.7557603687,41.2527275061,0.40852869
253,PHELPS//MO,0.0410268714012,16672.0,9.3993213668,11.4,3.8,89.133669413,53.9876196646,29161.0,29161.0,1,42.9104275907,33.5111062239,0.53351414
254,POLK//MN,0.0410280594199,12723.0,23.2813655642,6.9,3.3,88.9751798903,59.7304890243,27119.0,27119.0,1,29.0311607021,5.74979513794,0.6205588
255,ROSEAU//MN,0.0411522633745,6318.0,23.9526885619,5.1,4.1,93.1412103746,54.572243346,27135.0,27135.0,1,46.285567143,22.3328785812,0.64570504
256,WATAUGA//NC,0.0411582316463,19996.0,-4.17486255999,10.3,3.9,92.0539816233,68.6027549356,37189.0,37189.0,0,-1.50161632313,2.67324623686,0.62532067
257,CAMPBELL//WY,0.0412906910337,17510.0,7.41484873847,13.1,6.0,87.9428488118,56.9255749221,56005.0,56005.0,1,80.5910231391,73.1761744006,0.52226138
258,MADISON//FL,0.0417296643484,6614.0,12.1156882241,19.2,5.2,54.4716749426,43.0140329469,12079.0,12079.0,1,15.5592143949,3.4435261708,0.59573603
259,NEWTON//TX,0.0418652849741,4825.0,6.1740606467,19.9,8.0,73.8036680486,37.553268891,48351.0,48351.0,1,49.4513715711,43.2773109244,0.54145318
260,GREENE//IN,0.0419596812002,12798.0,21.9499088629,13.3,5.2,96.980039616,44.4190743831,18055.0,18055.0,1,53.3749909177,31.4250820548,0.51794016
261,LINCOLN//TN,0.0419964819701,13644.0,9.84690772755,12.2,4.3,87.523099851,40.546911834,47103.0,47103.0,1,58.9675960814,49.1206883538,0.51844507
262,MINGO//WV,0.0420509037256,10844.0,26.2094810032,12.7,10.4,96.0202074737,32.635663151,54059.0,54059.0,1,68.7612208259,42.5517398226,0.4366411
263,CRAWFORD//GA,0.0423093873953,4538.0,10.3730184334,15.4,5.6,73.4827338703,42.6697090702,13079.0,13079.0,1,42.9125460539,32.5395276205,0.52791542
264,WETZEL//WV,0.0426053639847,6525.0,28.6745416678,11.4,7.2,97.790431392,35.2026794916,54103.0,54103.0,1,50.2826683896,21.6081267218,0.45300016
265,HOUSTON//TX,0.0426298782003,8046.0,6.58034549431,17.7,4.4,61.9286243409,45.2053154555,48225.0,48225.0,1,50.9154420622,44.3350965678,0.45639661
266,HICKORY//MO,0.04287454324,4105.0,29.9403775034,18.8,4.9,95.5757900375,40.4243516849,29085.0,29085.0,1,53.4873860505,23.547008547,0.6068458
267,CLAY//MS,0.0432328415651,7795.0,6.34759661901,14.6,6.6,39.5630948272,45.7153530071,28025.0,28025.0,0,-15.6526104418,-22.0002070608,0.72436833
268,PULASKI//KY,0.043410307506,25593.0,6.19761353337,11.8,4.6,94.4653099709,39.7515387911,21199.0,21199.0,1,66.7213992504,60.523785717,0.53338236
269,PARMER//TX,0.0434243176179,3224.0,-20.3135749553,23.8,2.5,36.6653338665,37.3302418019,48369.0,48369.0,1,37.7217885025,58.0353634578,0.44091257
270,BALDWIN//GA,0.0436224809113,15978.0,3.74756834186,13.2,6.5,53.5516977836,43.5278867965,13009.0,13009.0,0,-1.70451010886,-5.45207845072,0.44454435
271,CLAY//AR,0.0438662834669,6611.0,0.676040458851,15.7,4.6,96.0194805195,34.8196301044,5021.0,5021.0,1,29.7758447641,29.0998043053,0.42053971
272,ETOWAH//AL,0.0439610015289,39899.0,11.7180076728,13.1,5.7,78.5218665073,50.5203167996,1055.0,1055.0,1,50.103510144,38.3855024712,0.53763384
273,BULLOCK//AL,0.0439858810752,3683.0,1.94028636414,18.1,7.6,22.2138977337,31.5407367572,1011.0,1011.0,0,-50.8615188258,-52.8018051899,0.66455477
274,HARLAN//KY,0.0444502893214,11406.0,8.1807970046,14.5,10.2,95.2323943662,36.116375557,21095.0,21095.0,1,72.1984363366,64.017639332,0.48354563
275,MISSISSIPPI//AR,0.0444548159384,17141.0,9.36578608246,15.8,5.5,59.6447039943,43.0555068551,5093.0,5093.0,1,10.5194305502,1.15364446775,0.41195691
276,MORGAN//KY,0.0445091514143,4808.0,18.0737213581,11.2,6.1,93.6029192732,36.4220183486,21175.0,21175.0,1,55.0146873689,36.9409660107,0.41556126
277,LEON//TX,0.0446108759362,6142.0,5.56272022709,19.7,6.4,76.805993222,47.5892932534,48289.0,48289.0,1,74.0110706089,68.4483503818,0.55953211
278,SHELBY//TX,0.0448063005534,9396.0,10.525771155,24.9,5.6,63.3663751215,41.3917179972,48419.0,48419.0,1,59.6781305115,49.1523593564,0.55527496
279,DES MOINES//IA,0.0449196583239,16741.0,25.4235664603,7.6,4.1,88.4127536809,55.807466743,19057.0,19057.0,1,6.95238604179,-18.4711804185,0.66291684
280,LAWRENCE//IL,0.0450648055833,5015.0,22.6703206121,9.3,7.0,72.1272127213,42.8084138715,17101.0,17101.0,1,53.4691174035,30.7987967914,0.4508931
281,HARALSON//GA,0.0450945681543,10733.0,7.42181880467,16.0,5.2,90.953964642,40.7090336134,13143.0,13143.0,1,71.6179199434,64.1961011388,0.48871091
282,MUSKOGEE//OK,0.0451630042886,26349.0,14.4016219614,20.5,5.3,57.3650034176,49.3145386566,40101.0,40101.0,1,29.1819947919,14.7803728305,0.45041379
283,EVANGELINE//LA,0.0453404718086,11954.0,10.5877233129,14.8,6.5,67.522506515,34.7934571666,22039.0,22039.0,1,41.3267020633,30.7389787504,0.65224373
284,WALLA WALLA//WA,0.0453539823009,21696.0,-5.98024859192,12.4,5.0,72.6534507585,66.0980589801,53071.0,53071.0,1,16.3556141597,22.3358627516,0.5976975
285,COVINGTON//AL,0.0454210984012,14949.0,10.2092091409,13.3,6.6,83.347410653,46.2296939932,1039.0,1039.0,1,68.5484890631,58.3392799222,0.52633023
286,PITTSBURG//OK,0.045447006137,18087.0,14.095648829,19.4,6.2,70.4143591112,48.8093340559,40121.0,40121.0,1,52.3826086957,38.2869598666,0.45387205
287,MISSAUKEE//MI,0.0456870098875,5866.0,18.2948637329,11.8,4.1,94.8892447291,43.7771136605,26113.0,26113.0,1,52.3352965347,34.0404328018,0.61870712
288,TRINITY//CA,0.0457695113056,5484.0,10.208511442,18.4,6.7,82.9731548643,59.7771317829,6105.0,6105.0,1,11.3019508058,1.09343936382,0.52133036
289,DOUGLAS//WI,0.0457994725795,18581.0,23.7100006433,9.5,5.0,92.0820110048,60.1407989522,55031.0,55031.0,0,-7.59522199684,-31.3052226402,0.66863686
290,ROWAN//NC,0.0458033015578,51612.0,10.7089640442,15.2,5.3,73.1868084214,49.6878157741,37159.0,37159.0,1,36.7481530803,26.0391890361,0.60852164
291,JEFFERSON//IL,0.0458859723768,15277.0,20.3967769014,9.5,5.9,86.2486391207,53.2252642588,17081.0,17081.0,1,43.245332382,22.8485554806,0.54461735
292,PERKINS//SD,0.0459418070444,1306.0,15.5718727727,10.7,3.1,95.6055015096,51.8783542039,46105.0,46105.0,1,71.295143213,55.7232704403,0.6696955
293,GRUNDY//TN,0.0459682053247,5221.0,34.8141033162,19.5,7.2,81.743566992,29.2626241285,47061.0,47061.0,1,55.3263157895,20.5122124733,0.40310472
294,HOLMES//FL,0.0459871118922,6828.0,9.52781357936,19.7,5.5,87.3185637892,38.915298185,12059.0,12059.0,1,77.8744415707,68.3466279913,0.53632849
295,PEARL RIVER//MS,0.0460060176648,20606.0,6.44765379356,19.2,5.2,81.8157112834,50.55932065,28109.0,28109.0,1,66.7495897952,60.3019360016,0.53560114
296,JEFFERSON//OK,0.0461351679482,2471.0,19.5660016836,21.5,7.0,78.9515237644,39.7355601949,40067.0,40067.0,1,65.671641791,46.1056401074,0.46977738
297,LACLEDE//MO,0.046142488003,13545.0,19.9491292133,16.6,5.4,94.0108126373,42.4784653156,29105.0,29105.0,1,64.483990225,44.5348610117,0.57739562
298,LEE//IA,0.0462114904246,14412.0,32.1694747775,9.5,5.4,91.045831095,49.8028962188,19111.0,19111.0,1,16.151764928,-16.0177098496,0.68606746
299,WRIGHT//MO,0.0465242824106,7351.0,19.7332919482,19.3,4.8,95.4306466475,36.9313615174,29229.0,29229.0,1,68.4763789265,48.7430869784,0.57831651
300,JASPER//GA,0.0468810538551,5162.0,8.72210433851,17.9,4.7,72.5005517546,38.4799912769,13159.0,13159.0,1,46.6921542553,37.9700499168,0.61117154
301,HOPKINS//TX,0.0469373916974,13273.0,5.41976786231,22.2,3.9,74.4311965213,45.0105440742,48223.0,48223.0,1,60.8192341941,55.3994663318,0.52641559
302,OWEN//KY,0.0470531166626,4123.0,21.4199870087,8.9,4.1,95.2385398189,36.8765331153,21187.0,21187.0,1,53.6922153292,32.2722283205,0.55970114
303,FULTON//IN,0.047343965842,7963.0,15.1866438578,13.1,4.0,92.4830710771,41.6124651562,18049.0,18049.0,1,48.3639837593,33.1773399015,0.5337044
304,GREEN//KY,0.0473531382622,4477.0,15.5597354629,11.2,3.7,94.6004125931,32.4194567277,21087.0,21087.0,1,66.4040517727,50.8443163097,0.55432826
305,FERRY//WA,0.0473735095069,3103.0,10.1857279183,14.1,10.3,74.0982749608,56.0565396314,53019.0,53019.0,1,30.5337078652,20.3479799469,0.56454623
306,ATTALA//MS,0.0476446114615,7451.0,6.09417636196,13.3,5.9,55.0456323338,45.4160458003,28007.0,28007.0,1,19.8978182822,13.8036419203,0.64550114
